Order Number,Line Number,Order Date,Delivery Date,Customer Name,Customer Gender,Customer Country,Customer Age,Store Name,Product Name,Color,Brand,Category,Subcategory,Quantity,Unit Price,Net Price,Unit Cost,Currency Code,Exchange Rate
296609,5,2018-02-13,2018-02-18,Thomas Dingman,Male,United States,68,Online store,WWI Projector 1080p LCD86 White,White,Wide World Importers,Computers,Projectors & Screens,1,3442.50,3442.50,1140.57,USD,1
328109,0,2018-12-25,2018-12-25,Jackie Petersen,Female,United States,26,Contoso Store Alaska,WWI Projector 1080p LCD86 White,White,Wide World Importers,Computers,Projectors & Screens,1,2295.00,2019.60,760.38,USD,1
291810,0,2017-12-27,2017-12-27,Sadie Tate,Female,United States,59,Contoso Store Alaska,WWI Projector 1080p LCD86 White,White,Wide World Importers,Computers,Projectors & Screens,5,3442.50,3442.50,1140.57,USD,1
293207,3,2018-01-10,2018-01-10,Musette Étoile,Female,United States,55,Contoso Store Maine,WWI Projector 1080p LCD86 White,White,Wide World Importers,Computers,Projectors & Screens,1,3442.50,3373.65,1140.57,USD,1
273603,1,2017-06-28,2017-06-28,Pia Pekkanen,Female,United States,20,Contoso Store Oregon,WWI Projector 1080p DLP86 White,White,Wide World Importers,Computers,Projectors & Screens,2,3748.50,3748.50,1241.955,USD,1
297610,0,2018-02-23,2018-02-27,Klaus Jung,Male,Germany,52,Online store,WWI Projector 1080p DLP86 White,White,Wide World Importers,Computers,Projectors & Screens,3,3748.50,3711.015,1241.955,EUR,0.8131
274101,0,2017-07-03,2017-07-03,Jerry West,Male,United States,69,Contoso Store Delaware,WWI Projector 1080p DLP86 White,White,Wide World Importers,Computers,Projectors & Screens,6,3748.50,3261.195,1241.955,USD,1
297308,0,2018-02-20,2018-02-23,Brennan McKenzie,Male,United States,37,Online store,WWI Projector 1080p DLP86 White,White,Wide World Importers,Computers,Projectors & Screens,2,3748.50,3748.50,1241.955,USD,1
305906,1,2018-05-17,2018-05-19,William Klatt,Male,United States,65,Online store,WWI Projector 720p LCD56 White,White,Wide World Importers,Computers,Projectors & Screens,1,699.00,643.08,321.44,USD,1
336002,2,2019-03-14,2019-03-14,Sabine Gärtner,Female,Germany,55,Contoso Store Freistaat Thüringen,WWI Projector 720p LCD56 White,White,Wide World Importers,Computers,Projectors & Screens,1,699.00,622.11,321.44,EUR,0.8853
291203,1,2017-12-21,2017-12-23,Roberta McCray,Female,United States,57,Online store,WWI Projector 720p DLP56 White,White,Wide World Importers,Computers,Projectors & Screens,5,1498.50,1453.545,689.10,USD,1
315402,4,2018-08-20,2018-08-20,Frederick Sowell,Male,United States,84,Contoso Store North Dakota,WWI Projector 720p DLP56 White,White,Wide World Importers,Computers,Projectors & Screens,6,999.00,879.12,459.40,USD,1
353500,0,2019-09-05,2019-09-05,Anthony Leon,Male,United States,70,Contoso Store Washington DC,WWI Projector 720p DLP56 White,White,Wide World Importers,Computers,Projectors & Screens,1,999.00,999.00,459.40,USD,1
346001,2,2019-06-22,2019-06-24,Aria Poolman,Male,Netherlands,24,Online store,WWI Projector 720p DLP56 White,White,Wide World Importers,Computers,Projectors & Screens,8,999.00,909.09,459.40,EUR,0.8837
270203,0,2017-05-25,2017-05-28,Steven Callaghan,Male,United States,35,Online store,WWI Projector 480p LCD12 White,White,Wide World Importers,Computers,Projectors & Screens,3,343.50,316.02,175.125,USD,1
358203,1,2019-10-22,2019-10-24,Florence Salazar,Female,United States,67,Online store,WWI Projector 480p LCD12 White,White,Wide World Importers,Computers,Projectors & Screens,5,229.00,222.13,116.75,USD,1
370406,5,2020-02-21,2020-02-23,Rex Hughes,Male,United States,23,Online store,WWI Projector 480p DLP12 White,White,Wide World Importers,Computers,Projectors & Screens,1,499.00,499.00,254.40,USD,1
293005,0,2018-01-08,2018-01-09,Marshall Stallman,Male,United States,70,Online store,WWI Projector 480p DLP12 White,White,Wide World Importers,Computers,Projectors & Screens,2,748.50,681.135,381.60,USD,1
321001,1,2018-10-15,2018-10-22,Rosamonde Charette,Female,France,84,Online store,WWI Projector 480p DLP12 White,White,Wide World Importers,Computers,Projectors & Screens,1,499.00,434.13,254.40,EUR,0.8635
297019,2,2018-02-17,2018-02-17,Daniel Leehy,Male,Australia,67,Contoso Store Western Australia,WWI Screen 125in M1611 White,White,Wide World Importers,Computers,Projectors & Screens,8,688.50,688.50,228.12,AUD,1.2592
370706,0,2020-02-24,2020-02-27,Dale Beaver,Male,United States,76,Online store,WWI Screen 125in M1611 White,White,Wide World Importers,Computers,Projectors & Screens,2,459.00,394.74,152.08,USD,1
309100,0,2018-06-18,2018-06-21,Keith Harris,Male,United States,61,Online store,WWI Screen 125in M1611 White,White,Wide World Importers,Computers,Projectors & Screens,1,459.00,459.00,152.08,USD,1
311700,0,2018-07-14,2018-07-14,Frank Vogel,Male,Germany,69,Contoso Store Hessen,WWI Screen 125in M1611 White,White,Wide World Importers,Computers,Projectors & Screens,1,459.00,394.74,152.08,EUR,0.8589
297020,0,2018-02-17,2018-02-17,Kevin Kortig,Male,Germany,54,Contoso Store Mecklenburg-Vorpommern,WWI Screen 113in M1610 White,White,Wide World Importers,Computers,Projectors & Screens,1,448.50,394.68,148.59,EUR,0.8023
291303,0,2017-12-22,2017-12-22,Jennifer Schaefer,Female,Germany,80,Contoso Store Brandenburg,WWI Screen 113in M1610 White,White,Wide World Importers,Computers,Projectors & Screens,1,448.50,399.165,148.59,EUR,0.8437
285503,3,2017-10-25,2017-11-05,Rose Rudd,Female,United States,44,Online store,WWI Screen 106in M1609 White,White,Wide World Importers,Computers,Projectors & Screens,6,376.50,335.085,173.145,USD,1
319409,1,2018-09-29,2018-10-01,John Jenkins,Male,United States,72,Online store,WWI Screen 106in M1609 White,White,Wide World Importers,Computers,Projectors & Screens,2,251.00,251.00,115.43,USD,1
364900,2,2019-12-28,2019-12-29,Charles Cross,Male,United States,74,Online store,WWI Screen 106in M1609 White,White,Wide World Importers,Computers,Projectors & Screens,4,251.00,228.41,115.43,USD,1
289703,1,2017-12-06,2017-12-08,Armando Cattaneo,Male,Italy,40,Online store,WWI Screen 106in M1609 White,White,Wide World Importers,Computers,Projectors & Screens,4,376.50,350.145,173.145,EUR,0.8462
327708,1,2018-12-21,2018-12-21,Elizabeth Tucker,Female,United States,84,Contoso Store Hawaii,WWI Screen 100in M1609 White,White,Wide World Importers,Computers,Projectors & Screens,5,190.00,190.00,87.37,USD,1
357005,0,2019-10-10,2019-10-12,Colleen Marino,Female,United States,51,Online store,WWI Screen 100in M1609 White,White,Wide World Importers,Computers,Projectors & Screens,1,190.00,174.80,87.37,USD,1
354600,1,2019-09-16,2019-09-18,Maik Kruger,Male,Germany,45,Online store,WWI Screen 100in M1609 White,White,Wide World Importers,Computers,Projectors & Screens,2,190.00,190.00,87.37,EUR,0.9065
329401,2,2019-01-07,2019-01-07,Peggy Hartley,Female,United States,37,Contoso Store Rhode Island,WWI Screen 85in E1010 White,White,Wide World Importers,Computers,Projectors & Screens,4,139.00,125.10,70.87,USD,1
278107,1,2017-08-12,2017-08-12,Eric Coleman,Male,United States,69,Contoso Store Utah,WWI Screen 85in E1010 White,White,Wide World Importers,Computers,Projectors & Screens,4,208.50,185.565,106.305,USD,1
291908,0,2017-12-28,2018-01-01,Max Smith,Male,United States,74,Online store,WWI Screen 85in E1010 White,White,Wide World Importers,Computers,Projectors & Screens,2,208.50,179.31,106.305,USD,1
343602,2,2019-05-29,2019-05-30,Frederic Miller,Male,United States,49,Online store,WWI Screen 85in E1010 White,White,Wide World Importers,Computers,Projectors & Screens,1,139.00,125.10,70.87,USD,1
293505,2,2018-01-13,2018-01-13,Dorris Leene,Female,Netherlands,78,Contoso Store Friesland,WWI Screen 85in E1010 White,White,Wide World Importers,Computers,Projectors & Screens,1,208.50,208.50,106.305,EUR,0.8239
334107,2,2019-02-23,2019-02-25,Holly Deasey,Female,Australia,83,Online store,WWI Screen 85in E1010 White,White,Wide World Importers,Computers,Projectors & Screens,6,139.00,139.00,70.87,AUD,1.406
315909,0,2018-08-25,2018-08-26,Taj Buckland,Male,Australia,70,Online store,WWI Screen 85in E1010 White,White,Wide World Importers,Computers,Projectors & Screens,1,139.00,139.00,70.87,AUD,1.3693
335502,0,2019-03-09,2019-03-11,Linda Clements,Female,Canada,59,Online store,WWI Screen 85in E1010 White,White,Wide World Importers,Computers,Projectors & Screens,6,139.00,122.32,70.87,CAD,1.3455
348301,2,2019-07-15,2019-07-18,Alexandrin Doyon,Female,France,54,Online store,WWI Projector 1080p LCD86 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,1,2295.00,2295.00,760.38,EUR,0.8874
328501,3,2018-12-29,2018-12-29,Antje Schwab,Female,Germany,24,Contoso Store Brandenburg,WWI Projector 1080p LCD86 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,2,2295.00,2042.55,760.38,EUR,0.8731
286302,2,2017-11-02,2017-11-06,Dirk Hoffmann,Male,Germany,67,Online store,WWI Projector 1080p LCD86 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,1,3442.50,3029.40,1140.57,EUR,0.8587
292412,6,2018-01-02,2018-01-02,Marie Werfel,Female,Germany,28,Contoso Store Brandenburg,WWI Projector 1080p DLP86 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,1,3748.50,3411.135,1241.955,EUR,0.8288
304700,3,2018-05-05,2018-05-08,Eke Houdijk,Female,Netherlands,43,Online store,WWI Projector 1080p DLP86 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,3,2499.00,2249.10,827.97,EUR,0.8355
330606,1,2019-01-19,2019-01-22,Lori Rhodes,Female,Canada,26,Online store,WWI Projector 1080p DLP86 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,6,2499.00,2174.13,827.97,CAD,1.3273
340802,2,2019-05-01,2019-05-06,Allison Laird,Female,United States,63,Online store,WWI Projector 720p LCD56 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,4,699.00,615.12,321.44,USD,1
306300,0,2018-05-21,2018-05-21,William Chancey,Male,United States,45,Contoso Store Montana,WWI Projector 720p LCD56 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,2,699.00,608.13,321.44,USD,1
314900,0,2018-08-15,2018-08-15,Lisa Rall,Female,United States,38,Contoso Store West Virginia,WWI Projector 720p DLP56 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,3,999.00,879.12,459.40,USD,1
326106,2,2018-12-05,2018-12-08,Hector Hernandez,Male,United States,72,Online store,WWI Projector 720p DLP56 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,3,999.00,889.11,459.40,USD,1
351501,0,2019-08-16,2019-08-18,Consuelo Kirk,Female,United States,53,Online store,WWI Projector 720p DLP56 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,2,999.00,889.11,459.40,USD,1
348403,0,2019-07-16,2019-07-16,Klaudia Eichelberger,Female,United States,64,Contoso Store Iowa,WWI Projector 720p DLP56 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,5,999.00,899.10,459.40,USD,1
320004,0,2018-10-05,2018-10-05,Mario Lehmann,Male,Germany,44,Contoso Store Sachsen-Anhalt,WWI Projector 720p DLP56 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,7,999.00,999.00,459.40,EUR,0.8691
297006,3,2018-02-17,2018-02-17,Lincoln Egge,Male,Australia,56,Contoso Store South Australia,WWI Projector 480p LCD12 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,1,343.50,326.325,175.125,AUD,1.2592
280801,0,2017-09-08,2017-09-10,Daniel Woodd,Male,Australia,81,Online store,WWI Projector 480p LCD12 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,2,343.50,326.325,175.125,AUD,1.2339
328405,0,2018-12-28,2018-12-28,Barbara Fouts,Female,Canada,28,Contoso Store Nunavut,WWI Projector 480p DLP12 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,2,499.00,499.00,254.40,CAD,1.3621
296201,4,2018-02-09,2018-02-11,Shannon Parker,Female,United Kingdom,85,Online store,WWI Projector 480p DLP12 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,1,748.50,673.65,381.60,GBP,0.7231
363704,2,2019-12-16,2019-12-22,Moad Olierook,Male,Netherlands,75,Online store,WWI Projector 480p DLP12 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,1,499.00,499.00,254.40,EUR,0.8972
275704,0,2017-07-19,2017-07-21,Gracie Boyle,Female,United Kingdom,39,Online store,WWI Projector 480p DLP12 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,1,748.50,711.075,381.60,GBP,0.7672
358405,0,2019-10-24,2019-10-24,Craig Donaldson,Male,United States,56,Contoso Store Rhode Island,WWI Projector 480p DLP12 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,10,499.00,479.04,254.40,USD,1
348604,0,2019-07-18,2019-07-19,James Forsythe,Male,United States,40,Online store,WWI Screen 125in M1611 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,1,459.00,454.41,152.08,USD,1
291401,3,2017-12-23,2017-12-25,James Warren,Male,United States,40,Online store,WWI Screen 125in M1611 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,1,688.50,605.88,228.12,USD,1
306111,1,2018-05-19,2018-05-22,Declan Lees,Male,United Kingdom,27,Online store,WWI Screen 125in M1611 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,3,459.00,459.00,152.08,GBP,0.7412
355702,4,2019-09-27,2019-09-30,Dante Yoo,Male,Canada,84,Online store,WWI Screen 125in M1611 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,1,459.00,399.33,152.08,CAD,1.3254
291701,0,2017-12-26,2017-12-29,Ruby Oliver,Female,Canada,20,Online store,WWI Screen 113in M1610 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,3,448.50,417.105,148.59,CAD,1.2703
272901,0,2017-06-21,2017-06-21,Tanja Papst,Female,United States,84,Contoso Store Washington DC,WWI Screen 113in M1610 Silver,Silver,Wide World Importers,Computers,Projectors & Screens,3,448.50,448.50,148.59,USD,1
327506,4,2018-12-19,2018-12-20,Angelina Wentworth-Shields,Female,United States,38,Online store,Proseware Photo Ink Jet Printer M100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",3,159.00,159.00,73.12,USD,1
315202,0,2018-08-18,2018-08-23,Harriet Lord,Female,United States,52,Online store,Proseware Photo Ink Jet Printer M100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",3,159.00,159.00,73.12,USD,1
332007,1,2019-02-02,2019-02-04,Mary Heaton,Female,United States,39,Online store,Proseware Photo Ink Jet Printer M100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",2,159.00,149.46,73.12,USD,1
321902,1,2018-10-24,2018-10-24,Jessamine Marleau,Female,France,71,Contoso Store Corse,Proseware Photo Ink Jet Printer M100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",3,159.00,143.10,73.12,EUR,0.878
317302,1,2018-09-08,2018-09-12,Daniel Mason,Male,Canada,39,Online store,Proseware Ink Jet All in one M300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",3,169.00,150.41,77.72,CAD,1.3119
327607,1,2018-12-20,2018-12-22,James Lafon,Male,United States,83,Online store,Proseware Ink Jet All in one M300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",3,169.00,150.41,77.72,USD,1
357202,0,2019-10-12,2019-10-12,Walkyria Grijalva,Female,United States,59,Contoso Store Oregon,Proseware Ink Jet All in one M300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",1,169.00,162.24,77.72,USD,1
291409,1,2017-12-23,2017-12-23,Ludwika Gorska,Female,United States,43,Contoso Store Kansas,Proseware Ink Jet All in one M300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",2,253.50,225.615,116.58,USD,1
344302,1,2019-06-05,2019-06-05,Beatrice Struck,Female,United States,51,Contoso Store West Virginia,Proseware Ink Jet All in one M300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",1,169.00,155.48,77.72,USD,1
333910,0,2019-02-21,2019-02-23,Melissa Macdonald,Female,United Kingdom,53,Online store,Proseware Ink Jet All in one M300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",9,169.00,152.10,77.72,GBP,0.7645
270901,0,2017-06-01,2017-06-05,Angelika Huber,Female,Germany,31,Online store,Proseware Ink Jet All in one M300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",2,253.50,253.50,116.58,EUR,0.8913
327114,3,2018-12-15,2018-12-19,Mary Braun,Female,United States,41,Online store,Proseware Laser Jet Printer E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",1,79.00,71.89,40.28,USD,1
341503,1,2019-05-08,2019-05-08,Nicki Whiting,Female,United States,83,Contoso Store Idaho,Proseware Laser Jet Printer E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",3,79.00,76.63,40.28,USD,1
281406,0,2017-09-14,2017-09-14,Raymond Ferrell,Male,United States,72,Contoso Store New Hampshire,Proseware Laser Jet Printer E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",1,118.50,118.50,60.42,USD,1
324204,0,2018-11-16,2018-11-16,Fred Johnston,Male,Canada,78,Contoso Store Newfoundland and Labrador,Proseware Laser Jet Printer E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",2,79.00,73.47,40.28,CAD,1.3181
359801,3,2019-11-07,2019-11-10,Bruce Ye,Male,Netherlands,48,Online store,Proseware Laser Jet Printer E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",4,79.00,79.00,40.28,EUR,0.9028
317205,0,2018-09-07,2018-09-07,Spencer Foster,Male,United Kingdom,46,Contoso Store Armagh,Proseware Laser Jet Color Printer X300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",5,209.00,183.92,69.25,GBP,0.7686
270202,1,2017-05-25,2017-05-26,Brock Goldstein,Male,Australia,74,Online store,Proseware Laser Jet Color Printer X300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",4,313.50,313.50,103.875,AUD,1.3396
279803,0,2017-08-29,2017-09-01,Bernd Becker,Male,United States,32,Online store,Proseware Laser Jet Color Printer X300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",8,313.50,313.50,103.875,USD,1
340800,0,2019-05-01,2019-05-01,Eugene Munoz,Male,United States,77,Contoso Store Delaware,Proseware Laser Jet Color Printer X300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",4,209.00,209.00,69.25,USD,1
370003,4,2020-02-17,2020-02-19,Hedvige Sabourin,Female,United States,21,Online store,Proseware Laser Jet Color Printer X300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",1,209.00,209.00,69.25,USD,1
286200,0,2017-11-01,2017-11-01,Barbara Harris,Female,United States,77,Contoso Store Oregon,Proseware Laser Jet Color Printer X300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",4,313.50,275.88,103.875,USD,1
345500,1,2019-06-17,2019-06-20,Alfredo Martin,Male,United States,60,Online store,Proseware Laser Jet All in one X300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",7,219.00,219.00,72.56,USD,1
280503,0,2017-09-05,2017-09-09,Scott Collins,Male,United States,83,Online store,Proseware Laser Jet All in one X300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",1,328.50,292.365,108.84,USD,1
308210,1,2018-06-09,2018-06-09,Philip Velasquez,Male,United States,35,Contoso Store Nebraska,Proseware Laser Jet All in one X300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",6,219.00,197.10,72.56,USD,1
308604,0,2018-06-13,2018-06-14,Hunter Fairbairn,Male,Australia,48,Online store,Proseware Laser Jet All in one X300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",2,219.00,219.00,72.56,AUD,1.3181
343601,0,2019-05-29,2019-06-02,Phyllis McCollough,Female,Canada,36,Online store,Proseware Fax phone E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",3,87.00,87.00,44.36,CAD,1.3504
295600,0,2018-02-03,2018-02-03,Peter Dunbar,Male,Canada,22,Contoso Store Newfoundland and Labrador,Proseware Fax phone E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",1,130.50,130.50,66.54,CAD,1.2317
328513,2,2018-12-29,2018-12-29,Miguel Hudson,Male,United States,77,Contoso Store Maine,Proseware Fax phone E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",2,87.00,80.91,44.36,USD,1
272101,1,2017-06-13,2017-06-13,Brayden Tallis,Male,United States,81,Contoso Store Utah,Proseware Fax phone E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",3,130.50,130.50,66.54,USD,1
288306,6,2017-11-22,2017-11-26,Holly Quick,Female,United States,58,Online store,Proseware Fax phone E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",5,130.50,130.50,66.54,USD,1
278703,2,2017-08-18,2017-08-18,Barbara Hertz,Female,Germany,46,Contoso Store Berlin,Proseware Fax phone E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",1,130.50,116.145,66.54,EUR,0.8518
344503,1,2019-06-07,2019-06-07,Matilda Sutton,Female,United Kingdom,56,Contoso Store Armagh,Proseware Fax phone E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",3,87.00,87.00,44.36,GBP,0.7866
321905,0,2018-10-24,2018-10-26,Tobias Engel,Male,Germany,20,Online store,Proseware Fax Machine E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",3,79.00,75.84,40.28,EUR,0.878
269703,1,2017-05-20,2017-05-23,Rosie Wilson,Female,United States,30,Online store,Proseware Fax Machine E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",2,118.50,118.50,60.42,USD,1
290500,0,2017-12-14,2017-12-16,Rebecca Whinham,Female,United States,36,Online store,Proseware Fax Machine E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",10,118.50,111.39,60.42,USD,1
293207,1,2018-01-10,2018-01-10,Musette Étoile,Female,United States,55,Contoso Store Maine,Proseware Fax Machine E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",2,118.50,118.50,60.42,USD,1
367000,0,2020-01-18,2020-01-18,Margaret Pittman,Female,Canada,63,Contoso Store New Brunswick,Proseware Fax Machine E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",1,79.00,70.31,40.28,CAD,1.3052
356202,0,2019-10-02,2019-10-06,Matilda Shepherd,Female,United Kingdom,23,Online store,Proseware Fax Machine E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",3,79.00,77.42,40.28,GBP,0.8144
371203,0,2020-02-29,2020-03-04,Hilbertus Dunnink,Male,Netherlands,29,Online store,Proseware Fax Machine E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",1,79.00,79.00,40.28,EUR,0.911
362000,0,2019-11-29,2019-12-02,George Watson,Male,Canada,37,Online store,Proseware Fax Machine E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",2,79.00,79.00,40.28,CAD,1.3307
292818,2,2018-01-06,2018-01-08,Rosarmosario Fiorentino,Male,Italy,24,Online store,Proseware Laser Fax Printer E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",3,136.50,136.50,69.585,EUR,0.8302
347104,3,2019-07-03,2019-07-04,Angela Black,Female,Canada,49,Online store,Proseware Laser Fax Printer E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",1,91.00,80.08,46.39,CAD,1.31
334005,0,2019-02-22,2019-02-22,Patrica Ferry,Female,Canada,67,Contoso Store New Brunswick,Proseware Ink Jet Fax Machine E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",2,78.00,70.20,39.77,CAD,1.3224
348105,0,2019-07-13,2019-07-15,Holly Booth,Female,United Kingdom,75,Online store,Proseware Ink Jet Fax Machine E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",3,78.00,78.00,39.77,GBP,0.7979
328203,4,2018-12-26,2018-12-28,Riley Shah,Male,United Kingdom,48,Online store,Proseware Ink Jet Fax Machine E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",2,78.00,77.22,39.77,GBP,0.7893
332002,0,2019-02-02,2019-02-04,Anthony White,Male,United Kingdom,39,Online store,Proseware Ink Jet Fax Machine E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",3,78.00,75.66,39.77,GBP,0.7662
299801,3,2018-03-17,2018-03-23,Hudson Moffatt,Male,United States,67,Online store,Proseware Ink Jet Fax Machine E100 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",1,117.00,117.00,59.655,USD,1
298905,1,2018-03-08,2018-03-08,Barbara Broderick,Female,United States,45,Contoso Store Idaho,Proseware Mobile Receipt and Document Scanner M200 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",4,174.00,154.86,80.01,USD,1
312902,1,2018-07-26,2018-07-26,Rosetta Snider,Female,United States,62,Contoso Store Connecticut,Proseware Mobile Receipt and Document Scanner M200 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",3,116.00,102.08,53.34,USD,1
306701,2,2018-05-25,2018-05-29,Terri Steed,Female,United States,46,Online store,Proseware Mobile Receipt and Document Scanner M200 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",2,116.00,103.24,53.34,USD,1
316305,0,2018-08-29,2018-09-03,Dieter Baier,Male,Germany,28,Online store,Proseware Mobile Receipt and Document Scanner M200 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",2,116.00,116.00,53.34,EUR,0.8576
291207,0,2017-12-21,2017-12-25,Marie Schweitzer,Female,Germany,35,Online store,Proseware Mobile Receipt and Document Scanner M200 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",3,174.00,174.00,80.01,EUR,0.8432
331305,0,2019-01-26,2019-01-28,Taylah Anderson,Female,Australia,28,Online store,Proseware Mobile Receipt and Document Scanner M200 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",2,116.00,116.00,53.34,AUD,1.4048
346708,0,2019-06-29,2019-07-02,Matthew Masel,Male,Australia,60,Online store,Proseware Mobile Receipt and Document Scanner M200 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",6,116.00,116.00,53.34,AUD,1.4274
345100,1,2019-06-13,2019-06-13,Eva Rivera,Female,Canada,42,Contoso Store Newfoundland and Labrador,Proseware Scan Jet Digital Flat Bed Scanner M300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",4,121.00,107.69,55.64,CAD,1.3306
290508,0,2017-12-14,2017-12-17,Yuna Bonhof,Female,Netherlands,81,Online store,Proseware Scan Jet Digital Flat Bed Scanner M300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",9,181.50,181.50,83.46,EUR,0.8442
362105,0,2019-11-30,2019-11-30,Ninette Lavallée,Female,France,72,Contoso Store Franche-Comté,Proseware Scan Jet Digital Flat Bed Scanner M300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",2,121.00,121.00,55.64,EUR,0.9106
327105,1,2018-12-15,2018-12-15,Bridget Mollett,Female,United States,39,Contoso Store South Dakota,Proseware Scan Jet Digital Flat Bed Scanner M300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",1,121.00,110.11,55.64,USD,1
284600,0,2017-10-16,2017-10-16,Anders Berthelsen,Male,United States,28,Contoso Store Rhode Island,Proseware Scan Jet Digital Flat Bed Scanner M300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",3,181.50,181.50,83.46,USD,1
270302,2,2017-05-26,2017-05-26,Mary Kircher,Female,United States,49,Contoso Store Connecticut,Proseware Scan Jet Digital Flat Bed Scanner M300 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",5,181.50,159.72,83.46,USD,1
356508,3,2019-10-05,2019-10-05,Floyd Lyons,Male,United States,71,Contoso Store New Mexico,Proseware All-In-One Photo Printer M200 Black,Black,Proseware,Computers,"Printers, Scanners & Fax",1,136.00,121.04,62.54,USD,1
